Amount of time you spent on Task #1 (in minutes);Amount of time you spent on Task #2 (in minutes);Was it hard for you to pull code to the git repo?;How much time did you spend writing the Readme file?;"Was this homework interesting for you?
(yes/no)";Feedback/thoughts about this homework (optional, if you have what to say)
25;~240;no, not at all;15;yes;it was actually very interesting, i did enjoy polishing up my project and puttin it all in a pretty presentation
